Record ID,Data Status,Data Quality,Last Updated,Source ID,Source URL,Notes,Venue Name,Previous / Alternative Venue Name,Venue Type,Primary Use,Country,City,State / Prefecture,Metro Area,Latitude,Longitude,Ownership Type,Opened Year,Renovated Year,New / Renewed Venue Flag,Capacity,Total Site Area sqm,Nearest Major Station / Airport,Distance to CBD km,Sponsor Name,Sponsor Industry,Sponsor HQ Country,Contract Status,Contract Announcement Date,Contract Start Year,Contract End Year,Contract Length years,Currency,Total Contract Value Original,Annual Fee Original,Annualized Fee Original Calc,FX to Base Currency,Annualized Fee Base Currency,Inflation / CPI Normalization Factor,Real Annualized Fee Base Year,Rights Scope Summary,Included Assets / Benefits,Exclusivity Y/N,Renewal Y/N,Termination / Opt-out Y/N,Primary Tenant / Team,League / Competition,League Tier / Level,Multi-tenant Y/N,Number of Anchor Tenants,Average Home Attendance,Annual Venue Attendance,Annual Event Days,Sports Event Days,Concert / Entertainment Days,Other Event Days,Utilization Rate,Attendance per Seat,Broadcast / Streaming Viewers Annual,National Broadcast Games / Events,International Exposure Y/N,Media Mentions Annual,Estimated Media Impressions,Social Followers Tenant / Venue,Annual Social Posts Mentioning Venue,Social Impressions Annual,Avg Engagement Rate,Google Trends Index Venue,Search Volume Venue,Mobile Foot Traffic Annual,City Population,Metro Population,Regional GDP / GRP,Median Household Income,Annual Tourists / Visitors City,Number of Large Corporate HQs,Sponsor-Venue Fit Notes,Comparable Venue Group,Special Factors,Missing Data Flag,Researcher Comments,Region,Subregion,Local Country / Territory Name,Local Venue Name,English Venue Name,Original Language Source Title,Original Language,Row Source Type,Data Type / Value Basis,Value Disclosure Status,Rights Type,Naming Scope,Tax Treatment,Public / Private Facility,Facility Governance / Scheme,Bundled Assets Flag,Local Currency Notes,Regional Data Notes,Group 1-3 Completeness %,Group 1-3 Cells Filled (of 31),Group 1-2 Completeness % (excl. Tax)
SBJ-FULL-333,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,Source reports Annual=N/A,Louisville Slugger Field,,Ballpark / Field,Minor League,United States,Louisville,Kentucky,,,,Public,2000.0,,,13131.0,,,,Louisville Slugger,Entertainment,,Listed in SBJ directory,,,,,USD,2000000.0,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Louisville Bats,"International League (MiLB, Triple-A)",Minor League,N,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor League,,Y,"Source page 7. Raw fields: Years='N/A (None)', Annual='N/A', Total='$2M'. Data notes: Source reports Annual=N/A",,,,,,,,,,,,,,Public,,,,,0.3870967741935484,12,0.75
SBJ-FULL-334,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,Source reports Annual=N/A,Love's Field,,Ballpark / Field,Collegiate,United States,Norman,Oklahoma,,,,Public,2024.0,,,4200.0,,,,Love's Travel Stops & Country Stores,Food & Dining,,Listed in SBJ directory,,,,,USD,12000000.0,,,1.0,,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Oklahoma Sooners,NCAA Division I (SEC),Collegiate,N,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collegiate,,Y,"Source page 7. Raw fields: Years='N/A (N/A)', Annual='N/A', Total='$12M'. Data notes: Source reports Annual=N/A",,,,,,,,,,,,,,Public,,,,,0.3870967741935484,12,0.75
SBJ-FULL-358,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,Source reports Annual=N/A,Midco Arena,,Arena / Indoor Venue,Collegiate,United States,Sioux Falls,South Dakota,,,,Private,2024.0,,,3082.0,,,,Midco Sports,Apparel/Footwear,,Listed in SBJ directory,,,,,USD,1350000.0,,,1.0,,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Augustana University,"NCAA Division I (independent, men's ice hockey)",Collegiate,N,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collegiate,,Y,"Source page 8. Raw fields: Years='N/A (N/A)', Annual='N/A', Total='$1.35M'. Data notes: Source reports Annual=N/A",,,,,,,,,,,,,,Private,,,,,0.3870967741935484,12,0.75
SBJ-FULL-377,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,Source reports Annual=N/A,New Balance Track & Field and Soccer Complex,,Ballpark / Field,Collegiate,United States,Orono,Maine,,,,Public,2025.0,,,525.0,,,,New Balance,Apparel/Footwear,,Listed in SBJ directory,,,,,USD,7000000.0,,,1.0,,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,University of Maine,NCAA Division I (America East),Collegiate,N,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collegiate,,Y,"Source page 8. Raw fields: Years='N/A (N/A)', Annual='N/A', Total='$7M'. Data notes: Source reports Annual=N/A",,,,,,,,,,,,,,Public,,,,,0.3870967741935484,12,0.75
SBJ-FULL-392,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,Source reports Annual=N/A,Olsen Field at Blue Bell Park,,Ballpark / Field,Collegiate,United States,College Station,Texas,,,,Public,1978.0,,,6100.0,,,,Blue Bell Creameries,Food & Dining,,Listed in SBJ directory,,,,,USD,7000000.0,,,1.0,,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Texas A&M Aggies,NCAA Division I (SEC),Collegiate,N,1.0,6431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Collegiate,,Y,"Source page 8. Raw fields: Years='N/A (N/A)', Annual='N/A', Total='$7M'. Data notes: Source reports Annual=N/A",,,,,,,,,,,,,,Public,,,,,0.4193548387096774,13,0.75
SBJ-FULL-394,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 8; raw years=(); raw annual=None; raw total=$100M.,ONT Field,,Ballpark / Field,Minor League,United States,Ontario,California,,,,Public,2026.0,,,6500.0,,,,Ontario International Airport,Airlines,,Listed in SBJ directory,,,,,USD,100000000.0,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Ontario Tower Buzzers,California League,Minor League,N,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor League,,Y,"Source page 8. Raw fields: Years='()', Annual='None', Total='$100M'.",,,,,,,,,,,,,,Public,,,,,0.3870967741935484,12,0.75
SBJ-FULL-396,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 8; raw years=10 (2034); raw annual=$65K; raw total=$650K.,Orlando Health Sports Complex,,Sports Complex,Youth facility,United States,Orlando,Florida,,,,,,,,,,,,Orlando Health,Health Care,,Listed in SBJ directory,,2025.0,2034.0,10.0,USD,650000.0,65000.0,65000.0,1.0,65000.0,,,Youth facility,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,City of Auburndale,Major League Soccer / NWSL,Youth facility,N,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Youth facility,,N,"Source page 8. Raw fields: Years='10 (2034)', Annual='$65K', Total='$650K'.",,,,,,,,,,,,,,,,,,,0.3870967741935484,12,0.75
SBJ-FULL-453,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Rogers Place,,Arena / Indoor Venue,Major League,Canada,Edmonton,Alberta,,,,Public,2016.0,,,18347.0,,,,Rogers Communications,Telecommunications,,Listed in SBJ directory,,,,10.0,USD,,,,1.0,,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Edmonton Oilers, Edmonton Oil Kings",NHL,Major League,Y,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Major League,,Y,"Source page 10. Raw fields: Years='N/A (N/A)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,PPP,,,,,0.3870967741935484,12,0.75
SBJ-FULL-460,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,Source reports Annual=N/A,Sanford Coyote Sports Center,,Arena / Indoor Venue,Collegiate,United States,Vermillion,South Dakota,,,,Public,2016.0,,,6000.0,,,,Sanford Health,Health Care,,Listed in SBJ directory,,,,,USD,20000000.0,,,1.0,,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,University of South Dakota,NCAA Division I (Summit League),Collegiate,N,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collegiate,,Y,"Source page 10. Raw fields: Years='N/A (2046)', Annual='N/A', Total='$20M'. Data notes: Source reports Annual=N/A",,,,,,,,,,,,,,Public,,,,,0.3870967741935484,12,0.75
SBJ-FULL-465,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,Source reports Annual=N/A,Saputo Stadium,,Stadium,Major League,Canada,Montreal,Quebec,,,,Mixed,2008.0,,,19619.0,,,,Saputo,Food & Dining,,Listed in SBJ directory,,,,,USD,70800000.0,,,1.0,,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,CF Montréal,MLS,Major League,N,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Major League,,Y,"Source page 10. Raw fields: Years='N/A (N/A)', Annual='N/A', Total='$70.8M'. Data notes: Source reports Annual=N/A",,,,,,,,,,,,,,PPP,,,,,0.3870967741935484,12,0.75
SBJ-FULL-469,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,Source reports Annual=N/A,Scheels Center (at the Sanford Health Athletic Complex),,Arena / Indoor Venue,Collegiate,United States,Fargo,North Dakota,,,,Public,2016.0,,,5460.0,,,,Scheels,Apparel/Footwear,,Listed in SBJ directory,,,,,USD,8000000.0,,,1.0,,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,North Dakota State Bison,NCAA (Summit League / MVFC),Collegiate,N,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collegiate,,Y,"Source page 10. Raw fields: Years='N/A (N/A)', Annual='N/A', Total='$8M'. Data notes: Source reports Annual=N/A",,,,,,,,,,,,,,Public,,,,,0.3870967741935484,12,0.75
SBJ-FULL-476,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,Source reports Total=N/A,SeatGeek Stadium,,Stadium,Major League,United States,Bridgeview,Illinois,,,,Public,2006.0,,,20000.0,,,,SeatGeek,Business Services,,Listed in SBJ directory,,,,,USD,,3250000.0,3250000.0,1.0,3250000.0,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Chicago Stars FC, Chicago Fire U-23",NWSL,Major League,Y,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Major League,,Y,"Source page 10. Raw fields: Years='N/A (N/A)', Annual='$3.25M', Total='N/A'. Data notes: Source reports Total=N/A",,,,,,,,,,,,,,Public,,,,,0.3870967741935484,12,0.75
SBJ-FULL-518,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",TD Place,,Multi-purpose,Minor League,Canada,Ottawa,Ontario,,,,Public,1908.0,,,24000.0,,,,Toronto-Dominion Bank,Financial Services,,Listed in SBJ directory,,,,,USD,,1200000.0,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Ottawa 67's, Ottawa Blackjacks, Ottawa Charge",Canadian Football League (CFL),Minor League,Y,3.0,18136.0,,,,,,,,,,,,,108100.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 11. Raw fields: Years='N/A (N/A)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,PPP,,,,,0.4516129032258064,14,0.75
SBJ-FULL-526,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",TicketSocket Park,,Ballpark / Field,Minor League,United States,Windsor,Colorado,,,,Private,2024.0,,,6500.0,,,,TicketSocket,Business Services,,Listed in SBJ directory,,,,10.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Northern Colorado Owlz, Northern Colorado Hailstorm",Pioneer League (baseball) / USL W League (soccer),Minor League,Y,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor League,,Y,"Source page 11. Raw fields: Years='N/A (N/A)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Private,,,,,0.3870967741935484,12,0.75
SBJ-FULL-560,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",UPMC Park,,Ballpark / Field,Minor League,United States,Erie,Pennsylvania,,,,Public,1995.0,,,6000.0,,,,UPMC,Health Care,,Listed in SBJ directory,,,2030.0,,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Erie SeaWolves,"Eastern League (Double-A, Detroit Tigers affiliate)",Minor League,N,1.0,,,,,,,,,,,,,,18000.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 12. Raw fields: Years='N/A (N/A)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.4193548387096774,13,0.75
KROLL-EST-001,Imported from Kroll revised list,4 - User-provided Kroll extract / original PDF URL,2026-07-01,SRC-KROLL-001,https://edge.sitecorecloud.io/krollllc17bf0-kroll6fee-proda464-0e9b/media/Kroll-Images/PDFs/european-football-stadium-naming-rights-report-2024.pdf,"Estimated value per season from Kroll table. This is a potential valuation, n...",Santiago Bernabéu Stadium,,Stadium,European football,Spain,Madrid,,,,,Private,1947.0,,,83186.0,,,,,,,Estimated value from Kroll; not necessarily an actual contract,,,,,EUR,,29700000.0,29700000.0,,,,,Stadium naming-rights value estimate,,,,,Real Madrid CF,La Liga,Top European football league,,,72692.0,,,,,,,,,,,,,180000000.0,,,,,,,,,,,,,,Kroll European football clubs,Kroll estimates include actual and potential naming-rights values; do not treat all as actual contracts.,Y,"Kroll value is an estimated annual naming-rights value per season, not necessarily a signed contract amount.",,,,,,,,,,,,,,Private,,,,,0.4516129032258064,14,0.75
KROLL-EST-003,Imported from Kroll revised list,4 - User-provided Kroll extract / original PDF URL,2026-07-01,SRC-KROLL-001,https://edge.sitecorecloud.io/krollllc17bf0-kroll6fee-proda464-0e9b/media/Kroll-Images/PDFs/european-football-stadium-naming-rights-report-2024.pdf,"Estimated value per season from Kroll table. This is a potential valuation, n...",Paris Saint-Germain F.C.,,Stadium,European football,France,Paris,,,,,Public,1972.0,,,47929.0,,,,,,,Estimated value from Kroll; not necessarily an actual contract,,,,,EUR,,19400000.0,19400000.0,,,,,Stadium naming-rights value estimate,,,,,Paris Saint-Germain F.C.,Ligue 1,Top European football league,,,47676.0,,,,,,,,,,,,,63600000.0,,,,,,,,,,,,,,Kroll European football clubs,Kroll estimates include actual and potential naming-rights values; do not treat all as actual contracts.,Y,"Kroll value is an estimated annual naming-rights value per season, not necessarily a signed contract amount.",,,,,,,,,,,,,,Public,,,,,0.4516129032258064,14,0.75
KROLL-EST-004,Imported from Kroll revised list,4 - User-provided Kroll extract / original PDF URL,2026-07-01,SRC-KROLL-001,https://edge.sitecorecloud.io/krollllc17bf0-kroll6fee-proda464-0e9b/media/Kroll-Images/PDFs/european-football-stadium-naming-rights-report-2024.pdf,"Estimated value per season from Kroll table. This is a potential valuation, n...",Tottenham Hotspur F.C.,,Stadium,European football,United Kingdom,London,,,,,Private,2019.0,,,62850.0,,,,,,,Estimated value from Kroll; not necessarily an actual contract,,,,,EUR,,18000000.0,18000000.0,,,,,Stadium naming-rights value estimate,,,,,Tottenham Hotspur F.C.,Premier League,Top European football league,,,61335.0,,,,,,,,,,,,,17400000.0,,,,,,,,,,,,,,Kroll European football clubs,Kroll estimates include actual and potential naming-rights values; do not treat all as actual contracts.,Y,"Kroll value is an estimated annual naming-rights value per season, not necessarily a signed contract amount.",,,,,,,,,,,,,,Private,,,,,0.4516129032258064,14,0.75
KROLL-EST-005,Imported from Kroll revised list,4 - User-provided Kroll extract / original PDF URL,2026-07-01,SRC-KROLL-001,https://edge.sitecorecloud.io/krollllc17bf0-kroll6fee-proda464-0e9b/media/Kroll-Images/PDFs/european-football-stadium-naming-rights-report-2024.pdf,"Estimated value per season from Kroll table. This is a potential valuation, n...",Old Trafford,,Stadium,European football,United Kingdom,Manchester,,,,,Private,1910.0,,,74500.0,,,,,,,Estimated value from Kroll; not necessarily an actual contract,,,,,EUR,,15300000.0,15300000.0,,,,,Stadium naming-rights value estimate,,,,,Manchester United F.C.,Premier League,Top European football league,,,73815.0,,,,,,,,,,,,,64400000.0,,,,,,,,,,,,,,Kroll European football clubs,Kroll estimates include actual and potential naming-rights values; do not treat all as actual contracts.,Y,"Kroll value is an estimated annual naming-rights value per season, not necessarily a signed contract amount.",,,,,,,,,,,,,,Private,,,,,0.4516129032258064,14,0.75
KROLL-EST-009,Imported from Kroll revised list,4 - User-provided Kroll extract / original PDF URL,2026-07-01,SRC-KROLL-001,https://edge.sitecorecloud.io/krollllc17bf0-kroll6fee-proda464-0e9b/media/Kroll-Images/PDFs/european-football-stadium-naming-rights-report-2024.pdf,"Estimated value per season from Kroll table. This is a potential valuation, n...",Liverpool F.C.,,Stadium,European football,United Kingdom,Liverpool,Merseyside,,,,Private,1884.0,,,61276.0,,,,,,,Estimated value from Kroll; not necessarily an actual contract,,,,,EUR,,11700000.0,11700000.0,,,,,Stadium naming-rights value estimate,,,,,Liverpool F.C.,Premier League,Top European football league,,,60486.0,,,,,,,,,,,,,48504733.0,,,,,,,,,,,,,,Kroll European football clubs,Kroll estimates include actual and potential naming-rights values; do not treat all as actual contracts.,Y,"Kroll value is an estimated annual naming-rights value per season, not necessarily a signed contract amount.",,,,,,,,,,,,,,Private,,,,,0.4516129032258064,14,0.75
KROLL-EST-012,Imported from Kroll revised list,4 - User-provided Kroll extract / original PDF URL,2026-07-01,SRC-KROLL-001,https://edge.sitecorecloud.io/krollllc17bf0-kroll6fee-proda464-0e9b/media/Kroll-Images/PDFs/european-football-stadium-naming-rights-report-2024.pdf,"Estimated value per season from Kroll table. This is a potential valuation, n...",AC Milan,,Stadium,European football,Italy,Milan,Lombardy,,,,Mixed,1926.0,,,75817.0,,,,,,,Estimated value from Kroll; not necessarily an actual contract,,,,,EUR,,10200000.0,10200000.0,,,,,Stadium naming-rights value estimate,,,,,AC Milan,Serie A,Top European football league,,,71512.0,,,,,,,,,,,,,18000000.0,,,,,,,,,,,,,,Kroll European football clubs,Kroll estimates include actual and potential naming-rights values; do not treat all as actual contracts.,Y,"Kroll value is an estimated annual naming-rights value per season, not necessarily a signed contract amount.",,,,,,,,,,,,,,Private,,,,,0.4516129032258064,14,0.75
KROLL-EST-013,Imported from Kroll revised list,4 - User-provided Kroll extract / original PDF URL,2026-07-01,SRC-KROLL-001,https://edge.sitecorecloud.io/krollllc17bf0-kroll6fee-proda464-0e9b/media/Kroll-Images/PDFs/european-football-stadium-naming-rights-report-2024.pdf,"Estimated value per season from Kroll table. This is a potential valuation, n...",Newcastle United F.C.,,Stadium,European football,United Kingdom,Newcastle upon Tyne,Tyne and Wear,,,,Public,1892.0,,,52264.0,,,,,,,Estimated value from Kroll; not necessarily an actual contract,,,,,EUR,,10000000.0,10000000.0,,,,,Stadium naming-rights value estimate,,,,,Newcastle United F.C.,Premier League,Top European football league,,,52187.0,,,,,,,,,,,,,4000000.0,,,,,,,,,,,,,,Kroll European football clubs,Kroll estimates include actual and potential naming-rights values; do not treat all as actual contracts.,Y,"Kroll value is an estimated annual naming-rights value per season, not necessarily a signed contract amount.",,,,,,,,,,,,,,Public,,,,,0.4516129032258064,14,0.75
KROLL-EST-014,Imported from Kroll revised list,4 - User-provided Kroll extract / original PDF URL,2026-07-01,SRC-KROLL-001,https://edge.sitecorecloud.io/krollllc17bf0-kroll6fee-proda464-0e9b/media/Kroll-Images/PDFs/european-football-stadium-naming-rights-report-2024.pdf,"Estimated value per season from Kroll table. This is a potential valuation, n...",Inter Milan,,Stadium,European football,Italy,Milan,Lombardy,,,,Mixed,1926.0,,,75817.0,,,,,,,Estimated value from Kroll; not necessarily an actual contract,,,,,EUR,,9200000.0,9200000.0,,,,,Stadium naming-rights value estimate,,,,,Inter Milan,Serie A,Top European football league,,,70129.0,,,,,,,,,,,,,14000000.0,,,,,,,,,,,,,,Kroll European football clubs,Kroll estimates include actual and potential naming-rights values; do not treat all as actual contracts.,Y,"Kroll value is an estimated annual naming-rights value per season, not necessarily a signed contract amount.",,,,,,,,,,,,,,Private,,,,,0.4516129032258064,14,0.75
KROLL-EST-016,Imported from Kroll revised list,4 - User-provided Kroll extract / original PDF URL,2026-07-01,SRC-KROLL-001,https://edge.sitecorecloud.io/krollllc17bf0-kroll6fee-proda464-0e9b/media/Kroll-Images/PDFs/european-football-stadium-naming-rights-report-2024.pdf,"Estimated value per season from Kroll table. This is a potential valuation, n...",Chelsea F.C.,,Stadium,European football,United Kingdom,London,Greater London,,,,Private,1877.0,,,40044.0,,,,,,,Estimated value from Kroll; not necessarily an actual contract,,,,,EUR,,8200000.0,8200000.0,,,,,Stadium naming-rights value estimate,,,,,Chelsea F.C.,Premier League,Top European football league,,,39672.0,,,,,,,,,,,,,44000000.0,,,,,,,,,,,,,,Kroll European football clubs,Kroll estimates include actual and potential naming-rights values; do not treat all as actual contracts.,Y,"Kroll value is an estimated annual naming-rights value per season, not necessarily a signed contract amount.",,,,,,,,,,,,,,Private,,,,,0.4516129032258064,14,0.75
KROLL-EST-018,Imported from Kroll revised list,4 - User-provided Kroll extract / original PDF URL,2026-07-01,SRC-KROLL-001,https://edge.sitecorecloud.io/krollllc17bf0-kroll6fee-proda464-0e9b/media/Kroll-Images/PDFs/european-football-stadium-naming-rights-report-2024.pdf,"Estimated value per season from Kroll table. This is a potential valuation, n...",Bayer Leverkusen,,Stadium,European football,Germany,Leverkusen,North Rhine-Westphalia,,,,Private,1958.0,,,30210.0,,,,,,,Estimated value from Kroll; not necessarily an actual contract,,,,,EUR,,6500000.0,6500000.0,,,,,Stadium naming-rights value estimate,,,,,Bayer Leverkusen,Bundesliga,Top European football league,,,29961.0,,,,,,,,,,,,,4600000.0,,,,,,,,,,,,,,Kroll European football clubs,Kroll estimates include actual and potential naming-rights values; do not treat all as actual contracts.,Y,"Kroll value is an estimated annual naming-rights value per season, not necessarily a signed contract amount.",,,,,,,,,,,,,,Private,,,,,0.4516129032258064,14,0.75
KROLL-EST-021,Imported from Kroll revised list,4 - User-provided Kroll extract / original PDF URL,2026-07-01,SRC-KROLL-001,https://edge.sitecorecloud.io/krollllc17bf0-kroll6fee-proda464-0e9b/media/Kroll-Images/PDFs/european-football-stadium-naming-rights-report-2024.pdf,"Estimated value per season from Kroll table. This is a potential valuation, n...",S.L. Benfica,,Stadium,European football,Portugal,Lisbon,Lisbon District,,,,Private,2003.0,,,68100.0,,,,,,,Estimated value from Kroll; not necessarily an actual contract,,,,,EUR,,6200000.0,6200000.0,,,,,Stadium naming-rights value estimate,,,,,S.L. Benfica,Primeira Liga,Top European football league,,,60110.0,,,,,,,,,,,,,3000000.0,,,,,,,,,,,,,,Kroll European football clubs,Kroll estimates include actual and potential naming-rights values; do not treat all as actual contracts.,Y,"Kroll value is an estimated annual naming-rights value per season, not necessarily a signed contract amount.",,,,,,,,,,,,,,Private,,,,,0.4516129032258064,14,0.75
KROLL-EST-022,Imported from Kroll revised list,4 - User-provided Kroll extract / original PDF URL,2026-07-01,SRC-KROLL-001,https://edge.sitecorecloud.io/krollllc17bf0-kroll6fee-proda464-0e9b/media/Kroll-Images/PDFs/european-football-stadium-naming-rights-report-2024.pdf,"Estimated value per season from Kroll table. This is a potential valuation, n...",1. FC Union Berlin,,Stadium,European football,Germany,Berlin,Berlin,,,,Private,1920.0,,,22012.0,,,,,,,Estimated value from Kroll; not necessarily an actual contract,,,,,EUR,,6200000.0,6200000.0,,,,,Stadium naming-rights value estimate,,,,,1. FC Union Berlin,Bundesliga,Top European football league,,,21964.0,,,,,,,,,,,,,365000.0,,,,,,,,,,,,,,Kroll European football clubs,Kroll estimates include actual and potential naming-rights values; do not treat all as actual contracts.,Y,"Kroll value is an estimated annual naming-rights value per season, not necessarily a signed contract amount.",,,,,,,,,,,,,,Private,,,,,0.4516129032258064,14,0.75
KROLL-EST-023,Imported from Kroll revised list,4 - User-provided Kroll extract / original PDF URL,2026-07-01,SRC-KROLL-001,https://edge.sitecorecloud.io/krollllc17bf0-kroll6fee-proda464-0e9b/media/Kroll-Images/PDFs/european-football-stadium-naming-rights-report-2024.pdf,"Estimated value per season from Kroll table. This is a potential valuation, n...",AS Roma,,Stadium,European football,Italy,Rome,Lazio,,,,Public,1953.0,,,70634.0,,,,,,,Estimated value from Kroll; not necessarily an actual contract,,,,,EUR,,4800000.0,4800000.0,,,,,Stadium naming-rights value estimate,,,,,AS Roma,Serie A,Top European football league,,,62435.0,,,,,,,,,,,,,7000000.0,,,,,,,,,,,,,,Kroll European football clubs,Kroll estimates include actual and potential naming-rights values; do not treat all as actual contracts.,Y,"Kroll value is an estimated annual naming-rights value per season, not necessarily a signed contract amount.",,,,,,,,,,,,,,Public,,,,,0.4516129032258064,14,0.75
